author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Level Group;https://www.cian.ru/sale/flat/287563483/;Москва;sale;flat;-1;-1;-1;202.0;11215791;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Метры;https://www.cian.ru/sale/flat/285873590/;Москва;sale;flat;1;7;1;29.9;19000000;Басманный;Большой Златоустинский переулок;Лубянка;
Э.К. Девелопмент;https://www.cian.ru/sale/flat/288175772/;Москва;sale;flat;3;25;1;22.2;11766000;Хорошевский;;Беговая;Авиатика ЖК
Метры;https://www.cian.ru/sale/flat/286060483/;Москва;sale;flat;1;4;1;24.5;15000000;Мещанский;Трубная;Цветной бульвар;
Основа;https://www.cian.ru/sale/flat/286886776/;Москва;sale;flat;11;13;-1;33.6;18580800;Замоскворечье;Большой Строченовский переулок;Павелецкая;Резиденции Замоскворечье
Estes;https://www.cian.ru/sale/flat/285281300/;Москва;sale;flat;1;5;-1;26.0;18500000;Якиманка;3-й Голутвинский переулок;Полянка;
Центр-Инвест;https://www.cian.ru/sale/flat/288172332/;Москва;sale;flat;7;22;1;31.5;19821790;Красносельский;Большая Спасская;Площадь трёх вокзалов;Dialog
PRO ОБМЕН;https://www.cian.ru/sale/flat/283318109/;Москва;sale;flat;8;46;-1;30.0;13500000;Бутырский;Новодмитровская;Дмитровская;Савеловский Сити
РГ-Девелопмент;https://www.cian.ru/sale/flat/280126887/;Москва;sale;flat;8;25;1;23.9;9560000;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
PROНЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/278654762/;Москва;sale;flat;2;9;-1;14.6;3796000;Алтуфьевский;Алтуфьевское шоссе;Бибирево;
COLDY;https://www.cian.ru/sale/flat/283248779/;Москва;sale;flat;2;16;-1;19.26;5681700;Нижегородский;;Калитники;Н'айс Лофт ЖК
ID 85751187;https://www.cian.ru/sale/flat/287819767/;Москва;sale;flat;1;17;1;22.0;4950000;Ново-Переделкино;Лукинская;Новопеределкино;
Абсолют Недвижимость;https://www.cian.ru/sale/flat/285928818/;Москва;sale;flat;10;17;1;28.4;7763613;;;Рассказовка;
ID 85751187;https://www.cian.ru/sale/flat/287818855/;Москва;sale;flat;1;17;1;24.0;5150000;Ново-Переделкино;Лукинская;Новопеределкино;
РГ-Девелопмент;https://www.cian.ru/sale/flat/286729244/;Москва;sale;flat;9;30;-1;29.6;6719200;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
studio-11;https://www.cian.ru/sale/flat/287355755/;Москва;sale;flat;10;14;-1;46.0;6490000;Сокол;Балтийская;Сокол;
А101;https://www.cian.ru/sale/flat/287127456/;Москва;sale;flat;7;16;1;20.7;6709659;;;Прокшино;
ZIP Realty;https://www.cian.ru/sale/flat/282194322/;Москва;sale;flat;5;5;-1;22.3;6800000;Останкинский;Шереметьевская;ВДНХ;
Level Group;https://www.cian.ru/sale/flat/285554821/;Москва;sale;flat;-1;-1;-1;1.0;7439595;Покровское-Стрешнево;Волоколамское шоссе;Тушинская;Апартаментный комплекс Level Стрешнево
studio-11;https://www.cian.ru/sale/flat/287356203/;Москва;sale;flat;1;14;-1;20.0;4000000;Сокол;Балтийская;Сокол;
ФСК;https://www.cian.ru/sale/flat/287254324/;Москва;sale;flat;-1;-1;-1;202.0;7376876;;;Тропарёво;
ZIP Realty;https://www.cian.ru/sale/flat/283164616/;Москва;sale;flat;2;2;-1;21.0;5500000;Соколиная гора;Вольная;Семёновская;
;https://www.cian.ru/sale/flat/285445232/;Москва;sale;flat;10;23;1;26.8;8108321;Некрасовка;Юго-Восточный ао;Некрасовка;Квартал Некрасовка ЖК
ZIP Realty;https://www.cian.ru/sale/flat/276601443/;Москва;sale;flat;4;5;1;18.8;5800000;Марфино;Гостиничный проезд;Окружная;
Prime Life Development;https://www.cian.ru/sale/flat/280544397/;Москва;sale;flat;-1;-1;1;202.0;13180145;Нагатино-Садовники;Нагатинская;Нагатинская;1-й Нагатинский
Татьяна Щербакова;https://www.cian.ru/sale/flat/283036189/;Москва;sale;flat;5;6;-1;27.8;5590000;Восточное Измайлово;Первомайская;Первомайская;
Ташир;https://www.cian.ru/sale/flat/272566533/;Москва;sale;flat;3;21;-1;34.7;11856990;Очаково-Матвеевское;Аминьевское шоссе;Давыдково;West Tower (Апартаменты бизнес-класса)
ZIP Realty;https://www.cian.ru/sale/flat/287394437/;Москва;sale;flat;3;4;-1;14.8;8700000;Даниловский;2-я Рощинская;Тульская;
KR Properties;https://www.cian.ru/sale/flat/286422215/;Москва;sale;flat;3;15;1;48.87;39701988;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз
ZIP Realty;https://www.cian.ru/sale/flat/288424200/;Москва;sale;flat;2;2;-1;21.4;4900000;Марьино;Перерва;Перерва;
Абсолют Недвижимость;https://www.cian.ru/sale/flat/287504679/;Москва;sale;flat;2;19;1;21.3;5866203;;;Рассказовка;
ZIP Realty;https://www.cian.ru/sale/flat/288373959/;Москва;sale;flat;8;22;-1;17.7;6110000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
А101;https://www.cian.ru/sale/flat/288124862/;Москва;sale;flat;2;16;1;22.7;6262930;;;Улица Горчакова;
НДВ;https://www.cian.ru/sale/flat/288324618/;Москва;sale;flat;13;25;1;19.6;8350000;Бабушкинский;Кольская;Свиблово;Кольская 8
А101;https://www.cian.ru/sale/flat/279712492/;Москва;sale;flat;9;18;1;23.1;6606695;;;Улица Горчакова;Дзен-кварталы ЖК
ZIP Realty;https://www.cian.ru/sale/flat/287108955/;Москва;sale;flat;2;2;-1;11.1;5400000;Соколиная гора;Вольная;Семёновская;
ФСК;https://www.cian.ru/sale/flat/286643664/;Москва;sale;flat;-1;-1;-1;-1;8430668;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Движение.Тушино
ZIP Realty;https://www.cian.ru/sale/flat/280454897/;Москва;sale;flat;2;4;-1;15.4;7900000;Даниловский;2-я Рощинская;Тульская;
Доходный дом;https://www.cian.ru/sale/flat/279911029/;Москва;sale;flat;2;23;1;28.2;11213439;Очаково-Матвеевское;;Озёрная;ОМ ЖК
ID 100042537;https://www.cian.ru/sale/flat/287301167/;Москва;sale;flat;2;14;1;20.1;5300000;;;Улица Горчакова;
Группа Эталон;https://www.cian.ru/sale/flat/285077539/;Москва;sale;flat;12;35;1;27.6;12914988;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
ZIP Realty;https://www.cian.ru/sale/flat/288324807/;Москва;sale;flat;8;22;-1;15.8;5388000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Ташир;https://www.cian.ru/sale/flat/264099901/;Москва;sale;flat;2;32;1;45.2;17465280;Черемушки;Херсонская;Калужская;ONYX Deluxe
ZIP Realty;https://www.cian.ru/sale/flat/288324810/;Москва;sale;flat;8;22;-1;16.6;5965000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
GloraX;https://www.cian.ru/sale/flat/287277471/;Москва;sale;flat;2;21;-1;35.5;20299999;Беговой;1-я Ямского Поля;Белорусская;GloraX Premium Белорусская
Msk Estate;https://www.cian.ru/sale/flat/288365750/;Москва;sale;flat;8;22;-1;19.8;6111000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Новые Ватутинки;https://www.cian.ru/sale/flat/282793911/;Москва;sale;flat;2;14;1;30.3;5696400;;;Ольховая;
Кристина Лебедева;https://www.cian.ru/sale/flat/286625739/;Москва;sale;flat;3;4;-1;26.6;7459200;Соколиная гора;Щербаковская;Измайлово;
А101;https://www.cian.ru/sale/flat/286729405/;Москва;sale;flat;4;9;1;20.9;5797226;;;Бунинская аллея;Бунинские Кварталы ЖК
ZIP Realty;https://www.cian.ru/sale/flat/276601439/;Москва;sale;flat;4;5;-1;18.0;5800000;Марфино;Гостиничный проезд;Окружная;
Новые Ватутинки;https://www.cian.ru/sale/flat/282738141/;Москва;sale;flat;1;8;1;22.2;5814180;;;Ольховая;
ONE company;https://www.cian.ru/sale/flat/286014025/;Москва;sale;flat;10;22;-1;20.7;7363000;Тропарево-Никулино;Ленинский проспект;Тропарёво;
Основа;https://www.cian.ru/sale/flat/287742583/;Москва;sale;flat;9;36;-1;19.8;6282540;Ярославский;;Ростокино;Мираполис ЖК
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/283669319/;Москва;sale;flat;3;5;1;11.6;4466000;Хорошевский;Хорошевское шоссе;Беговая;
Д-Инвест;https://www.cian.ru/sale/flat/273945050/;Москва;sale;flat;3;18;-1;25.1;7002900;Останкинский;;Ботанический сад;Легендарный квартал ЖК
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/273236234/;Москва;sale;flat;10;14;1;25.1;8700000;Сокол;Балтийская;Сокол;
А101;https://www.cian.ru/sale/flat/273873720/;Москва;sale;flat;4;30;1;22.4;7230324;Южное Бутово;к2.3;Бунинская аллея;Южные Сады ЖК
PROНЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/286798641/;Москва;sale;flat;1;5;-1;26.0;18400000;Якиманка;3-й Голутвинский переулок;Полянка;
МИЦ;https://www.cian.ru/sale/flat/286214781/;Москва;sale;flat;-1;-1;-1;1.0;10180105;Хорошевский;1-я Магистральная;Хорошёвская;Сити-комплекс Мята
ONE company;https://www.cian.ru/sale/flat/286151406/;Москва;sale;flat;12;24;-1;19.5;7620000;Тропарево-Никулино;Ленинский проспект;Тропарёво;
Минские холмы;https://www.cian.ru/sale/flat/288377304/;Москва;sale;flat;8;52;1;25.5;11148536;Раменки;проспект Генерала Дорохова;Раменки;Will Towers
ZIP Realty;https://www.cian.ru/sale/flat/286337736/;Москва;sale;flat;2;2;-1;21.6;5400000;Марьино;Перерва;Перерва;
Sminex-Интеко;https://www.cian.ru/sale/flat/286448023/;Москва;sale;flat;3;21;1;24.76;13240000;Марфино;Академика Королева;Бутырская;Дом Достижение
ЕГЦН-М;https://www.cian.ru/sale/flat/284975764/;Москва;sale;flat;1;3;1;12.4;5059200;Хорошевский;Хорошевское шоссе;Беговая;
Звездный;https://www.cian.ru/sale/flat/277921292/;Москва;sale;flat;13;22;1;29.9;14749371;Останкинский;проспект Мира;ВДНХ;Сенатор
ZIP Realty;https://www.cian.ru/sale/flat/286139851/;Москва;sale;flat;10;22;-1;17.2;5955000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Основа;https://www.cian.ru/sale/flat/286886234/;Москва;sale;flat;3;31;1;51.0;19890000;Марфино;;Улица Милашенкова;Вери ЖК
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/284654527/;Москва;sale;flat;3;5;-1;12.1;4561700;Хорошевский;Хорошевское шоссе;Беговая;
ПИК;https://www.cian.ru/sale/flat/281171968/;Москва;sale;flat;8;14;1;21.9;4854368;;;Филатов Луг;
ONE company;https://www.cian.ru/sale/flat/284919760/;Москва;sale;flat;11;24;-1;19.6;6300000;Тропарево-Никулино;Ленинский проспект;Тропарёво;
А101;https://www.cian.ru/sale/flat/279343258/;Москва;sale;flat;7;9;1;20.9;5824182;;;Бунинская аллея;
ZIP Realty;https://www.cian.ru/sale/flat/284602871/;Москва;sale;flat;1;9;-1;13.0;4582770;Даниловский;4-й Рощинский проезд;Тульская;
А101;https://www.cian.ru/sale/flat/277903577/;Москва;sale;flat;9;16;1;24.7;6754511;;;Бунинская аллея;
ID 103027958;https://www.cian.ru/sale/flat/287302571/;Москва;sale;flat;4;8;1;23.0;5400000;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/276682134/;Москва;sale;flat;6;16;1;24.1;8181696;;;Улица Скобелевская;
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/286777197/;Москва;sale;flat;1;9;-1;13.0;4582770;Даниловский;4-й Рощинский проезд;Тульская;
ПИК;https://www.cian.ru/sale/flat/284914784/;Москва;sale;flat;33;33;1;19.8;8333464;Бутырский;к2.4;Бутырская;Руставели 14 ЖК
ONE company;https://www.cian.ru/sale/flat/286151468/;Москва;sale;flat;10;24;-1;17.2;5955000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
AFI Development;https://www.cian.ru/sale/flat/288130644/;Москва;sale;flat;15;52;1;22.5;9270000;Свиблово;проезд Серебрякова;Свиблово;Afi Tower
Msk Estate;https://www.cian.ru/sale/flat/287477854/;Москва;sale;flat;2;5;-1;30.6;9792000;Хорошевский;Хорошевское шоссе;Беговая;
Основа;https://www.cian.ru/sale/flat/286346355/;Москва;sale;flat;9;29;-1;27.5;9930250;Черемушки;Наметкина;Новые Черёмушки;Nametkin Tower
ZIP Realty;https://www.cian.ru/sale/flat/286337740/;Москва;sale;flat;2;2;-1;21.0;5400000;Марьино;Перерва;Перерва;
MR Group;https://www.cian.ru/sale/flat/288088062/;Москва;sale;flat;12;15;-1;30.9;20952981;Беговой;Северный ао;Белорусская;Слава ЖК
ZIP Realty;https://www.cian.ru/sale/flat/287446161/;Москва;sale;flat;9;22;-1;14.2;5770000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
MR Group;https://www.cian.ru/sale/flat/287781525/;Москва;sale;flat;15;15;-1;41.8;37093551;Беговой;Северный ао;Белорусская;Слава ЖК
Прайм;https://www.cian.ru/sale/flat/287809605/;Москва;sale;flat;18;21;1;27.05;9979528;Сокольники;Сокольнический Вал;Рижская;
MR Group;https://www.cian.ru/sale/flat/272090937/;Москва;sale;flat;42;43;1;38.5;17748500;Западное Дегунино;Ильменский проезд;Селигерская;Селигер Сити
МАКСИМУМ;https://www.cian.ru/sale/flat/287944725/;Москва;sale;flat;4;8;-1;15.3;5436497;Преображенское;Электрозаводская;Электрозаводская;
Э.К. Девелопмент;https://www.cian.ru/sale/flat/282389393/;Москва;sale;flat;12;25;1;22.3;11841300;Хорошевский;Маргелова;Беговая;Авиатика
ЕГЦН-М;https://www.cian.ru/sale/flat/286157839/;Москва;sale;flat;3;5;-1;11.6;4466000;Хорошевский;Хорошевское шоссе;Беговая;
MR Group;https://www.cian.ru/sale/flat/288212799/;Москва;sale;flat;11;27;1;23.6;14964213;Даниловский;Дубининская;Серпуховская;Павелецкая сити
ЕГЦН-М;https://www.cian.ru/sale/flat/286158042/;Москва;sale;flat;3;5;-1;12.1;4561700;Хорошевский;Хорошевское шоссе;Беговая;
ДОНСТРОЙ;https://www.cian.ru/sale/flat/288195044/;Москва;sale;flat;10;14;1;29.6;13840960;Лефортово;бульвар Сенкевича;Площадь Ильича;Символ
ONE company;https://www.cian.ru/sale/flat/288143535/;Москва;sale;flat;9;24;-1;14.2;5770000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ПИК;https://www.cian.ru/sale/flat/270785029/;Москва;sale;flat;10;21;-1;25.3;7477856;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
ZIP Realty;https://www.cian.ru/sale/flat/285385311/;Москва;sale;flat;1;9;-1;13.5;4759031;Даниловский;4-й Рощинский проезд;Тульская;
ПИК;https://www.cian.ru/sale/flat/275666933/;Москва;sale;flat;12;24;1;22.4;8015484;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Holland park
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/286777864/;Москва;sale;flat;1;9;-1;13.5;4759031;Даниловский;4-й Рощинский проезд;Тульская;
ПИК;https://www.cian.ru/sale/flat/286291378/;Москва;sale;flat;2;33;1;20.08;7733534;Южнопортовый;;Волгоградский проспект;Первый Дубровский ЖК
Whitewill;https://www.cian.ru/sale/flat/286402229/;Москва;sale;flat;5;11;-1;20.7;14900000;Басманный;Казакова;Курская;KAZAKOV Grand Loft
Forma;https://www.cian.ru/sale/flat/281050676/;Москва;sale;flat;12;20;1;27.73;13545938;Даниловский;Автозаводская;Тульская;FORST
Инженер;https://www.cian.ru/sale/flat/288004623/;Москва;sale;flat;6;16;1;21.0;7300000;;;Бульвар Адмирала Ушакова;
ПИК;https://www.cian.ru/sale/flat/274560081/;Москва;sale;flat;23;33;1;20.1;8318817;Головинский;Кронштадтский бульвар;Водный стадион;Кронштадтский 14
METRAGE;https://www.cian.ru/sale/flat/284931767/;Москва;sale;flat;2;25;1;20.7;6600000;Солнцево;Производственная;Солнцево;Лучи
РГ-Девелопмент;https://www.cian.ru/sale/flat/272746147/;Москва;sale;flat;16;21;1;26.3;9073500;Щукино;Берзарина;Октябрьское поле;Октябрьское поле
REALTY PRО;https://www.cian.ru/sale/flat/285110963/;Москва;sale;flat;10;13;1;13.9;4990000;Даниловский;Автозаводская;ЗИЛ;
